key,Name,Address,City,ST,Zip,County,Website,Phone,Type,New_Revised,Updated,FIPS
Stillwater OK,Stillwater Brewing Co (Iron Monk Brewing Co),519 S Husband St,Stillwater,OK,74074,Payne,www.ironmonkbeer.com/,405-614-2520,BC,,,40119
Tulsa OK,American Solera Brewing Co,1702 6th St,Tulsa,OK,74104,Tulsa,americansolera.com,918-949-4318,BC/TR,,,40143
Tulsa OK,Cabin Boys Brewery,1717 E 7th St,Tulsa,OK,74104,Tulsa,www.facebook.com/CabinBoysBrewery/,918-933-4033,BC/TR,,,40143
Tulsa OK,Dead Armadillo Craft Brewing Co,1004 E 4th St,Tulsa,OK,74120,Tulsa,www.dabrewery.com/,918-232-8627,BC/TR,,,40143
Tulsa OK,Eerie Abbey Ales,507 S Main St,Tulsa,OK,74103,Tulsa,www.eerieabbeyales.com,918-551-6862,BC/TR,NEW,5/2/2021,40143
Tulsa OK,Elgin Park,325 E Mathew B Brady St,Tulsa,OK,74120,Tulsa,www.elginparkbrewery.com,918-986-9910,BP,,,40143
Tulsa OK,Heirloom Rustic Ales,2113 E Admiral Blvd,Tulsa,OK,74110,Tulsa,www.heirloomrusticales.com,918-292-8757,BC/TR,,,40143
Tulsa OK,High Gravity Brewing Co (Pippins Taproom),6808 S Memorial Dr - Suite 144,Tulsa,OK,74133,Tulsa,pippinstaproom.com,918-461-2605,BP,,,40143
Tulsa OK,Krebs Brewing Co (Prairie Brewpub),223 N Main St,Tulsa,OK,74103,Tulsa,www.prairiepub.com,918-936-4395,BP,,,40143
Tulsa OK,Marshall Brewing Co,1742 E 6th St,Tulsa,OK,74104,Tulsa,marshallbrewing.com/,918--292-8781,BC/TR,,,40143
Tulsa OK,New Era Fine Fermentations (Neff Brewing),321 S Frankfort Ave - #2,Tulsa,OK,74120,Tulsa,www.neffbrewing.com,918-367-0640,BP,,,40143
Tulsa OK,Nine Band Brewing Co (Osage Casino),951 W 36th Street North,Tulsa,OK,74127,Tulsa,www.osagecasino.com/entertainment/location/nine-band-brewing-co-tulsa,877-246-8777,BP,,,40143
Tulsa OK,Nothings Left Brewing Co,1502 E 6th St,Tulsa,OK,74120,Tulsa,www.nothingsleftbrew.com,918-645-6171,BC/TR,,,40143
Tulsa OK,Pearl Beach Brewing Co,418 S Peoria Ave,Tulsa,OK,74120,Tulsa,pearlbeachbrewpub.com,918-895-6798,BC/TR,,,40143
Tulsa OK,Renaissance Brewing Co,1147 S Lewis Ave,Tulsa,OK,74104,Tulsa,www.renaissancebeer.com,918-409-0551,BC/TR,,,40143
Tulsa OK,Welltown Brewing Co,114 W Archer St,Tulsa,OK,74103,Tulsa,www.welltownbrewing.com,918-221-8893,BC/TR,,,40143
Albany OR,3 Sheets Brewing Co,2115 NW 20th Loop,Albany,OR,97321,Linn,www.facebook.com/3SheetsBrewery,541-619-0183,BC,,,41043
Albany OR,Calapooia Brewing Co,140 Hill St NE,Albany,OR,97321,Linn,www.calapooiabrewing.com/,541-928-1931,BP,,,41043
Albany OR,Deluxe Brewing Co,635 Water Ave NE - Suite B,Albany,OR,97321,Linn,www.deluxebrewing.com/,541-928-7699,BC/TR,,,41043
Albany OR,New Spring Brewing Co,140 NE Hill St,Albany,OR,97321,Linn,www.facebook.com/New-Spring-Brewing-Company-102431995146562/,,BP,,,41043
Ashland OR,Caldara Brewing Co,590 Clover Lane,Ashland,OR,97520,Jackson,www.calderabrewing.com/,541-482-HOPS,BP,,,41029
Ashland OR,Standing Stone Brewing Co,101 Oak St,Ashland,OR,97520,Jackson,www.standingstonebrewing.com/,541-482-2448,BP,,,41029
Ashland OR,Swing Tree Brewing Co,300 Hersey St - #7,Ashland,OR,97520,Jackson,swingtreebrewing.com/,541-591-8584,BC/TR,,,41029
Astoria OR,Astoria Brewing Co,1196 Marine Dr,Astoria,OR,97103,Clatsop,,503-741-3040,BC/TR,,,41007
Astoria OR,Buoy Beer Co,1 8th St,Astoria,OR,97103,Clatsop,www.buoybeer.com/,503-325-4540,BP,,,41007
Astoria OR,Fort George Brewery & Public House,1483 Duane St,Astoria,OR,97103,Clatsop,www.fortgeorgebrewery.com/,503-325-7468,BP,,,41007
Astoria OR,Hondos Brew & Cork,2703 Marine Dr,Astoria,OR,97103,Clatsop,www.hondosbrew.net/,503-325-2234,BC/TR,,,41007
Astoria OR,Reach Break Brewing Co,1343 Duane St,Astoria,OR,97103,Clatsop,www.facebook.com/Reach-Break-Brewing-739866852798778/,503-468-0743,BC/TR,,,41007
Astoria OR,Wet Dog Cafe & Brewery,144 11th St,Astoria,OR,97103,Clatsop,www.wetdogcafe.com/,503-325-6975,BP,,,41007
Baker City OR,Baker City Brewing Co,2200 Main St,Baker City,OR,97814,Baker,www.facebook.com/BakerCityBrewingCompany/,541-523-2337,BC,,,41001
Baker City OR,Barley Browns Brew Pub,2190 Main St,Baker City,OR,97814,Baker,www.barleybrowns.com/,541-523-4266,BP,,,41001
Banks OR,Hop Cycle Brewing Co,13965 NW Main St,Banks,OR,97106,Washington,www.hopcyclebrewing.com/,503-277-0997,BP,,,41067
Beaverton OR,Cooper Mountain Ale Works,15855 SW Kestrel Ct,Beaverton,OR,97007,Washington,coopermountainaleworks.com,503-580-7175,BC,,,41067
Beaverton OR,Little Beast Brewing Co,3800 SW Cedar Hills Blvd,Beaverton,OR,97005,Washington,www.littlebeastbrewing.com,,BC,,,41067
Beaverton OR,Uptown Market Brewery,6620 Scholls Ferry Rd SW,Beaverton,OR,97008,Washington,www.uptownmarketpdx.com/,503-336-4783,BC/TR,,,41067
Bend OR,10 Barrel Brewing Co,1135 NW Galveston Ave,Bend,OR,97701,Deschutes,www.10barrel.com/,541-678-5228,BP,,,41017
Bend OR,10 Barrel Brewing Co (A-B InBev),62970 NE 18th St,Bend,OR,97701,Deschutes,www.10barrel.com/,541-585-1007,BC,,,41017
Bend OR,Ale Apothecary,61517 River Rd,Bend,OR,97701,Deschutes,www.thealeapothecary.com/,541-318-9143,BC,,,41017
Bend OR,Bend Brewing Co,1019 NW Brooks St,Bend,OR,97701,Deschutes,www.bendbrewingco.com/,541-383-1599,BP,,,41017
Bend OR,Bevel Craft Brewing Co,911 SE Armour Rd,Bend,OR,97702,Deschutes,www.bevelbeer.com,541-972-3835,BC/TR,,,41017
Bend OR,Boneyard Beer Co,37 NW Lake Place,Bend,OR,97701,Deschutes,www.boneyardbeer.com/,541-323-2325,BC,,,41017
Bend OR,Boss Rambler Beer Club,1009 NW Galveston Ave,Bend,OR,97701,Deschutes,bossrambler.com,541-389-4667,BC/TR,NEW,5/2/2021,41017
Bend OR,Bridge 99 Brewing Co,63063 Layton Ave,Bend,OR,97701,Deschutes,bridge99brewery.com/,541-280-1690,BC/TR,,,41017
Bend OR,Crux Fermentation Project,50 Division St SW,Bend,OR,97702,Deschutes,www.cruxfermentation.com/,541-385-3333,BC/TR,,,41017
Bend OR,Deschutes Brewery,1044 Bond St NW,Bend,OR,97701,Deschutes,www.deschutesbrewery.com/,541-382-9242,BP,,,41017
Bend OR,Deschutes Brewery,901 SW Simpson Ave,Bend,OR,97702,Deschutes,www.deschutesbrewery.com/,541-385-8606,BC/TR,,,41017
Bend OR,GoodLife Brewing Co,70 Century Dr #100-464 SW,Bend,OR,97701,Deschutes,www.goodlifebrewing.com/,541-728-0749,BP,,,41017
Bend OR,Immersion Brewing Co,550 SW Industrial Way,Bend,OR,97702,Deschutes,www.imbrewing.com,541-633-7821,BC/TR,,,41017
Bend OR,Kobold Brewing Co,1470 NW 3rd St,Bend,OR,97701,Deschutes,www.koboldbrewing.com/,541-678-3884,BC,,,41017
Bend OR,McMenamins - Old St. Francis School,700 NW Bond St,Bend,OR,97701,Deschutes,www.mcmenamins.com/,541-382-5174,BP,,,41017
Bend OR,Monkless Belgian Ales,1178 NW Remarkable Dr,Bend,OR,97701,Deschutes,www.facebook.com/MonklessBelgianAles/,541-610-5492,BC,,,41017
Bend OR,North Rim Brew Pub,384 Upper Terrace Dr SW - CLOSED 2017,Bend,OR,97702,Deschutes,,541-797-6803,BP,,,41017
Bend OR,North Rim Brewing Co,20650 High Desert Lane - #7,Bend,OR,97701,Deschutes,www.northrimbrewing.com/,541-280-1330,BC,,,41017
Bend OR,RiverBend Brewing Co,2650 NE Division St,Bend,OR,97701,Deschutes,riverbendbrewing.com/,541-550-7550,BP,,,41017
Bend OR,Shade Tree Brewing Co,19305 Indian Summer Rd,Bend,OR,97702,Deschutes,shadetreebrewing.com,603-217-0074,BC,,,41017
Bend OR,Silver Moon Brewing,24 NW Greenwood Ave,Bend,OR,97701,Deschutes,www.silvermoonbrewing.com/,541-388-8331,BP,,,41017
Bend OR,Spider City Brewing Co,1177 SE 9th St,Bend,OR,97702,Deschutes,spidercitybrewing.com,541-555-5555,BC/TR,,,41017
Bend OR,Worthy Brewing,495 NE Bellevue Dr,Bend,OR,97701,Deschutes,www.worthybrewing.com/,541-639-4776,BP,,,41017
Boardman OR,Ordnance Brewing Co,405 N Olson Rd,Boardman,OR,97818,Morrow,www.ordnancebrewing.com,541-481-2231,BC/TR,,,41049
Boring OR,Boring Brewing Co,13503 SE Richey Rd,Boring,OR,97009,Clackamas,www.boringbrewing.com/,503-793-1382,BC,,,41005
Brookings OR,Chetco Brewing Co,927 Chetco Ave,Brookings,OR,97415,Curry,www.chetcobrew.com/,541-661-5347,BC/TR,,,41015
Brookings OR,Misty Mountain Brewing Co,160 Julia Way,Brookings,OR,97415,Curry,,541-813-1361,BC,,,41015
Brookings OR,Tight Lines Brewery,625 Chetco Ave - #120,Brookings,OR,97415,Curry,www.tightlinesbrewery.com/,760-885-9638,BC/TR,,,41015
Burns OR,Steens Mountain Brewing Co,150 W Washington St,Burns,OR,97720,Harney,www.facebook.com/pages/Steens-Mountain-Brewing-Company/,541-589-1159,BC,,,41025
Cannon Beach OR,Bills Tavern & Brewhouse,188 N Hemlock St,Cannon Beach,OR,97110,Clatsop,www.billstavernandbrewhouse.com/,503-436-2202,BP,,,41007
Cannon Beach OR,Pelican Brewing Co,1371 S Hemlock St,Cannon Beach,OR,97110,Clatsop,www.pelicanbrewery.com/,503-908-3377,BP,,,41007
Cannon Beach OR,Public Coast Brewing Co,264 E 3rd St,Cannon Beach,OR,97110,Clatsop,publiccoastbrewing.com/,503-436-0285,BP,,,41007
Carlton OR,Fire Mountain Brew House,10800 NW Rex Brown Rd,Carlton,OR,97111,Yamhill,www.firemountainbrewery.com/,503-852-7378,BC/TR,,,41071
Cascade Locks OR,Thunder Island Brewing Co,601 NW Wa Na Pa St,Cascade Locks,OR,97014,Hood River,thunderislandbrewing.com/,971-231-4599,BP,,,41027
Cave Junction OR,Wild River Brewing & Pizza Co,249 N. Redwood Hwy,Cave Junction,OR,97523,Josephine,www.wildriverbrewing.com/,541-592-3556,BP,,,41033
Clackamas OR,Drinking Horse Brewing Co,11517 SE Hwy 212,Clackamas,OR,97015,Clackamas,www.drinkinghorsebeer.com/,503-564-8165,BC/TR,,,41005
Coos Bay OR,7 Devils Brewing Co,247 S 2nd St,Coos Bay,OR,97420,Coos,www.7devilsbrewery.com/,541-808-3738,BP,,,41011
Corvallis OR,Block 15 Restaurant & Brewery,300 SW Jefferson,Corvallis,OR,97333,Benton,www.block15.com/brewery/,541-758-2077,BP,,,41003
Corvallis OR,Mazama Brewing Co,33930A SE Eastgate Circle,Corvallis,OR,97333,Benton,www.mazamabrewing.com/,541-231-9723,BC/TR,,,41003
Corvallis OR,McMenamins on Monroe,2001 NW Monroe Ave,Corvallis,OR,97330,Benton,www.mcmenamins.com/,541-758-0080,BP,,,41003
Corvallis OR,Oregon Trail Brewery (Old World Deli),341 SW 2nd St,Corvallis,OR,97333,Benton,www.oregontrailbrewery.com/,541-758-3527,BP,,,41003
Corvallis OR,Sky High Brewery & Pub,160 NW Jackson Ave,Corvallis,OR,97330,Benton,www.skyhighbrewing.com/,541-207-3277,BP,,,41003
Cottage Grove OR,Covered Bridge Brewing Group,926 E Main St,Cottage Grove,OR,97424,Lane,coveredbridgebrewinggroup.com,541-649-1419,BC/TR,,,41039
Depoe Bay OR,Horn Public House & Brewery,110 SE Hwy 101,Depoe Bay,OR,97341,Lincoln,thehorn.pub,541-764-6886,BP,,,41041
Dundee OR,Deception Brewing Co,174 Hwy 99W SW,Dundee,OR,97115,Yamhill,www.deceptionbrewingco.com/,971-832-8054,BC/TR,,,41071
Enterprise OR,Terminal Gravity Brewery & Public House,803 SE School St,Enterprise,OR,97828,Wallowa,www.terminalgravitybrewing.com/,541-426-0158,BP,,,41063
Estacada OR,Fearless Brewing Co,326 S Broadway,Estacada,OR,97023,Clackamas,www.fearless1.com/,503-630-2337,BP,,,41005
Eugene OR,Alesong Brewing & Blending,1000 Conger St - Unit C,Eugene,OR,97402,Lane,www.alesongbrewing.com/,541-972-3303,BC,,,41039
Eugene OR,Claim 52 Brewing Co,1030 Tyinn St - Suite 1,Eugene,OR,97402,Lane,www.facebook.com/Claim52Brewing/,541-554-6786,BC,,,41039
Eugene OR,ColdFire Brewing Co,263 Mill St,Eugene,OR,97401,Lane,www.coldfirebrewing.com/,541-636-3889,BC/TR,,,41039
Eugene OR,Community Fermentation Union,1313 Pearl St,Eugene,OR,97401,Lane,eatdrinkcfu.com,541-686-1313,BP,NEW,7/29/2021,41039
Eugene OR,Elk Horn Brewery,686 E Broadway St,Eugene,OR,97401,Lane,www.elkhornbrewery.com/,541-505-8356,BP,,,41039
Eugene OR,Falling Sky Brewing House,1334 Oak Alley,Eugene,OR,97401,Lane,www.fallingskybrewing.com/,541-505-7096,BP,,,41039
Eugene OR,Gratitude Brewing Co,540 E 8th Ave,Eugene,OR,97401,Lane,www.facebook.com/gratitudebeer/,541-654-5009,BP,,,41039
Eugene OR,Hop Valley Brewing Co (Molson Coors Beverage Co),990 W First Ave,Eugene,OR,97402,Lane,www.hopvalleybrewing.com/,541-485-2337,BC/TR,,,41039
Eugene OR,Mancave Brewing Co,540 Fillmore St,Eugene,OR,97402,Lane,www.mancavebrewingcompany.com/,541-632-3967,BC/TR,,,41039
Eugene OR,Manifest Beer Co,686 E Broadway,Eugene,OR,97401,Lane,manifestbeer.com/,541-632-3967,BC/TR,,,41039
Eugene OR,McMenamins - High St. Brewery,1243 High St,Eugene,OR,97401,Lane,www.mcmenamins.com/,541-345-4905,BP,,,41039
Eugene OR,Ninkasi Brewing Co (Legacy Breweries),220 Blair Blvd,Eugene,OR,97402,Lane,www.ninkasibrewing.com/,541-334-2739,BC,,,41039
Eugene OR,Ninkasi Brewing Co (Legacy Breweries),272 Van Buren,Eugene,OR,97402,Lane,www.ninkasibrewing.com/,541-344-2739,BC/TR,,,41039
Eugene OR,Oakshire Brewing,1055 Madera St,Eugene,OR,97402,Lane,www.oakbrew.com/,541-688-4555,BC,,,41039
Eugene OR,Steelhead Brewing Co,199 E 5th Ave,Eugene,OR,97401,Lane,www.steelheadbrewery.com/,541-686-2739,BP,,,41039
Eugene OR,Viking Braggot Co,520 Commercial St - Unit F,Eugene,OR,97402,Lane,www.drinkviking.com/,541-653-8371,BC/TR,,,41039
Eugene OR,Wheel Apizza Pub,390 Lincoln St - Suite 101,Eugene,OR,97401,Lane,thewheelapizzapub.com/,541-735-3860,BP,,,41039
Florence OR,Homegrown Public House and Brewery,294 Laurel St,Florence,OR,97439,Lane,homegrownpublichouse.com,541-997-4886,BP,,,41039
Florence OR,Wakonda Brewing Co,1725 Kingwood St,Florence,OR,97439,Lane,www.wakondabrewery.com/,541-991-0694,BC/TR,,,41039
Forest Grove OR,Waltz Brewing Co,1900 A St,Forest Grove,OR,97116,Washington,www.Facebook.com/waltzbrewing/,503-896-6057,BC/TR,,,41067
Gleneden Beach OR,Beachcrest Brewing Co,7755 N Hwy 101,Gleneden Beach,OR,97388,Lincoln,www.beachcrestbrewing.com,541-234-4013,BC/TR,,,41041
Gold Beach OR,Arch Rock Brewing Co,28779 Hunter Creek Loop,Gold Beach,OR,97444,Curry,www.archrockbrewingcompany.com/,541-247-0555,BC/TR,,,41015
Government Camp OR,Mt Hood Brewing Co,87304 E Govt. Camp Loop,Government Camp,OR,97028,Clackamas,www.mthoodbrewing.com/,503-272-3172,BP,,,41005
Grants Pass OR,Climate City Brewing Co,509 SW G St,Grants Pass,OR,97526,Josephine,www.climatecitybrewing.com/,541-479-3725,BP,,,41033
Grants Pass OR,Connor Fields Brewing Co,1494 Kubli Rd,Grants Pass,OR,97527,Josephine,www.connerfields.com/,541-508-2337,BC,,,41033
Grants Pass OR,Griess Family Brews & Taphouse,220 SW H St,Grants Pass,OR,97526,Josephine,www.gfbrews.com/,541-450-9090,BC/TR,,,41033
Grants Pass OR,Weekend Beer Co,550 SW 6th St – Suite G,Grants Pass,OR,97526,Josephine,www.weekendbeercompany.com,541-507-1919,BC/TR,,,41033
Grants Pass OR,Wild River Brewing & Pizza Co,595 NE E St,Grants Pass,OR,97526,Josephine,www.wildriverbrewing.com/,541-471-7487,BP,,,41033
Gresham OR,4th St. Brewing Co,77 NE 4th St,Gresham,OR,97030,Multnomah,www.4thstreetbrewing.com/,503-669-0569,BP,,,41051
Gresham OR,Krauskis Brewski (Hoppy Brewer),328 N Main St,Gresham,OR,97030,Multnomah,www.oregonshoppyplace.com/,503-328-8474,BC/TR,,,41051
Gresham OR,MadCow Brewing Co,686 NW Eastman Pky,Gresham,OR,97030,Multnomah,madcowbrewing.com,971-293-3481,BC/TR,NEW,6/22/2021,41051
Gresham OR,McMenamins - Highland Pub & Brewery,4225 SE 182 Ave,Gresham,OR,97030,Multnomah,www.mcmenamins.com/,503-665-3015,BP,,,41051
Gresham OR,Migration Brewing Co,18188 NE Wilkes Rd,Gresham,OR,97230,Multnomah,migrationbrewing.com/,971-274-3770,BP,,,41051
Gresham OR,Solvana Brewing Co,2568 SW Orchard Ct,Gresham,OR,97080,Multnomah,solvanabrewing.com,503-310-8113,BC,,,41051
Hermiston OR,Hermiston Brewing Co (Nookies Rest),125 N 1st St,Hermiston,OR,97838,Umatilla,hermistonbrewingcompany.com/,541-289-7414,BP,,,41059
Hillsboro OR,Ambacht Brewing Co,1055 NE 25th Ave - Suite N,Hillsboro,OR,97124,Washington,www.ambacht.us/,503-828-1400,BC/TR,,,41067
Hillsboro OR,Deep Space Brewing Co,6482 Jacobson St,Hillsboro,OR,97124,Washington,www.deepspacebrewing.com,503-629-8700,BP,NEW,10/18/2021,41067
Hillsboro OR,McMenamins - Cornelius Pass Roadhouse,4045 NW Cornelius Pass Rd,Hillsboro,OR,97124,Washington,www.mcmenamins.com/,503-640-6174,BP,,,41067
Hillsboro OR,Three Mugs Brewing Co,2020 NW Aloclek Dr - #108,Hillsboro,OR,97124,Washington,threemugsbrewing.com/,971-322-0232,BC/TR,,,41067
Hillsboro OR,Vertigo Brewing,21420 NW Nicholas Ct - Suite D-7,Hillsboro,OR,97124,Washington,www.vertigobrew.com/,503-645-6644,BC/TR,,,41067
Hood River OR,Big Horse Brew Pub,115 State St,Hood River,OR,97031,Hood River,www.bighorsebrewpub.com/,541-386-4411,BP,,,41027
Hood River OR,Double Mountain Brewery & Tap Room,8 Fourth St,Hood River,OR,97031,Hood River,www.doublemountainbrewery.com/,503-387-0042,BP,,,41027
Hood River OR,Ferment Brewing Co,403 Portway Ave,Hood River,OR,97031,Hood River,www.fermentbrewing.com,541-436-3499,BP,,,41027
Hood River OR,Full Sail Brewing Co (Encone Consumer),506 Columbia St,Hood River,OR,97031,Hood River,www.fullsailbrewing.com/,541-386-2247,BP,,,41027
Hood River OR,Logsdon Farmhouse Ales,4785 Booth Hill Rd,Hood River,OR,97031,Hood River,www.farmhousebeer.com/,541-399-0229,BC,,,41027
Hood River OR,Pfriem Family Brewers,707 Portway Ave - #101,Hood River,OR,97031,Hood River,www.pfriembeer.com/,541-321-0490,BP,,,41027
Hood River OR,Working Hands Beer,1021 12th St - #102,Hood River,OR,97031,Hood River,www.workinghandsfermentation.com,541-436-4646,BP,NEW,7/29/2021,41027
Independence OR,Chatoe Rogue Farmstead Nano Brewery,3590 Wigrich Rd,Independence,OR,97351,Polk,www.rogue.com/,503-838-9813,BC/TR,,,41053
John Day OR,1188 Brewing Co,141 E Main St,John Day,OR,97845,Grant,www.1188brewing.com/,541-575-1188,BP,,,41023
Joseph OR,Mutiny Brewing Co,600 N Main St,Joseph,OR,97846,Wallowa,www.mutinybrewing.com/,541-432-5274,BP,,,41063
Klamath Falls OR,Klamath Basin Brewing Co and The Creamery Brew Pub & Grill,1320 Main St,Klamath Falls,OR,97601,Klamath,www.kbbrewing.com/,541-273-5222,BP,,,41035
Klamath Falls OR,Mia & Pias Brewhouse,13788 Matney Rd,Klamath Falls,OR,97603,Klamath,,541-882-0776,BC,,,41035
Lake Oswego OR,Flyboy Brewing Co,15630 Boones Ferry Rd - Suite 1A,Lake Oswego,OR,97035,Clackamas,www.flyboybrewinglakeoswego.com,503-908-1281,BC/TR,,,41005
Lake Oswego OR,Stickmen Brewery & Skewery,40 N State St,Lake Oswego,OR,97034,Clackamas,www.stickmenbeer.com/,503-344-4449,BP,,,41005
Le Grande OR,Side A Brewing Co,1219 Washington Ave,Le Grande,OR,97850,Union,sideabeer.com/,541-605-0163,BP,,,41061
Lebanon OR,Barsideous Brewing,644 S Main St,Lebanon,OR,97355,Linn,barsideousbrewing.com/,541-570-1789,BP,,,41043
Lebanon OR,Conversion Brewing Co,833 S Main St,Lebanon,OR,97355,Linn,www.conversionbrewingcompany.com/,541-259-2337,BP,,,41043
Lincoln City OR,McMenamins - Lighthouse Brewpub,4157 N. Hwy 101,Lincoln City,OR,97367,Lincoln,www.mcmenamins.com/,503-994-7238,BP,,,41041
Lincoln City OR,Rusty Truck Brewing (Roadhouse 101),4649 SW Hwy 101,Lincoln City,OR,97367,Lincoln,www.rustytruckbrewing.com/,541-994-7729,BP,,,41041
Madras OR,Mecca Grade Estate Malt,9619 Northwest Columbia Dr,Madras,OR,97741,Jefferson,www.meccagrade.com,541-526-8152,BC/TR,,,41031
McMinnville OR,Bierly Brewing Co,624 NE 3rd St,McMinnville,OR,97128,Yamhill,www.bierlybrewing.com,541-257-5126,BP,NEW,5/2/2021,41071
McMinnville OR,ForeLand Beer Co,777 NE 4th St,McMinnville,OR,97128,Yamhill,forelandbeer.com,503-437-9477,BC/TR,REVISED,5/1/2021,41071
McMinnville OR,Golden Valley Brewery,940 NE 4th St,McMinnville,OR,97128,Yamhill,www.goldenvalleybrewery.com/,503-472-2739,BP,,,41071
McMinnville OR,Grain Station Brew Works,755 NE Alpine Ave - #200,McMinnville,OR,97128,Yamhill,www.grainstation.com/,503-687-2739,BP,,,41071
McMinnville OR,Heater/Allen Brewing,907 NE 10th Ave,McMinnville,OR,97128,Yamhill,www.heaterallen.com/,503-435-9119,BC,,,41071
Medford OR,Bricktowne Brewing Co,44 S Central Ave,Medford,OR,97501,Jackson,www.bricktownebeer.com/,541-973-2377,BP,,,41029
Medford OR,Common Block Brewing Co,315 E 5th St,Medford,OR,97501,Jackson,www.commonblockbrewing.com,541-326-2277,BP,,,41029
Medford OR,Opposition Brewing Co,545 Rossanley Dr - #106,Medford,OR,97501,Jackson,www.oppositionbrewery.com/,541-210-8550,BC/TR,,,41029
Medford OR,Portal Brewing Co,100 E 6th St,Medford,OR,97504,Jackson,portalbrewingco.com/,541-499-0804,BC/TR,,,41029
Medford OR,Ram Brewery & Restaurant,165 Rossanley Dr,Medford,OR,97501,Jackson,www.theram.com/locations/or-medford/,458-225-9816,BP,,,41029
Medford OR,Walkabout Brewery,921 Mason Way,Medford,OR,97501,Jackson,www.facebook.com/walkaboutbrewingco/?rf=117662901646866/,541-858-5723,BC/TR,,,41029
Milton-Freewater OR,Dragons Gate Brewery,52288 Sunquist Rd,Milton-Freewater,OR,97862,Umatilla,www.dragonsgatebrewery.com/,541-215-2622,BC,,,41059
Milwaukie OR,Breakside Brewery,5821 SE International Way,Milwaukie,OR,97222,Clackamas,www.breakside.com/,503-387-5785,BC/TR,,,41005
Milwaukie OR,Short Snout Brewing Co,9554 SE 38th Ave,Milwaukie,OR,97222,Clackamas,,703-347-2915,BC,,,41005
Monroe OR,Long Timber Brewing Co,180 N Fifth St,Monroe,OR,97456,Benton,www.facebook.com/Long-Timber-Brewing-Company-1770444313283160,541-847-5705,BP,,,41003
Mount Angel OR,Benedictine Brewery,1 Abbey Dr,Mount Angel,OR,97373,Marion,www.benedictinebrewery.com/,503-845-3030,BC,,,41047
Newberg OR,Chehalem Valley Brewing Co,2515-B Portland Rd,Newberg,OR,97132,Yamhill,www.cvbrewing.com/,971-832-8131,BC/TR,,,41071
Newberg OR,Long Brewing Co,29380 NE Owls Lane,Newberg,OR,97132,Yamhill,www.longbrewing.com/,503-349-8341,BC,,,41071
Newberg OR,Wolves & People Farmhouse Brewery,30203 NE Benjamin Rd,Newberg,OR,97132,Yamhill,www.wolvesandpeople.com/,503-487-6873,BC/TR,,,41071
Newport OR,Newport Brewing Co (The Anchor),1118 SW Canyon Way,Newport,OR,97365,Lincoln,newportbrewingcompany.com,541- 272-5033,BP,,,41041
Newport OR,Rogue Ales,2320 SE OSU Dr,Newport,OR,97365,Lincoln,www.rogue.com/,541-867-3660,BP,,,41041
Oakridge OR,3 Legged Crane Pub and Brewhouse,48329 1st St,Oakridge,OR,87463,Lane,www.facebook.com/3leggedcrane,541-782-2024,BP,,,41039
Ontario OR,Beer Valley Brewing Co,937 SE 12th Ave,Ontario,OR,97914,Malheur,www.beervalleybrewing.com/,541-881-9088,BC,,,41045
Ontario OR,Tandem Brewing Co (Jolts & Juice Co),298 S Oregon St,Ontario,OR,97914,Malheur,www.tandembrewingco.com/,541-889-4166,BP,,,41045
Oregon City OR,Bent Shovel Brewing Co,21678 S Latourette Rd,Oregon City,OR,97045,Clackamas,www.bentshovelbrewing.com/,503-898-0220,BC/TR,,,41005
Oregon City OR,Coin Toss Brewing Co,14214 Fir St - Suite H,Oregon City,OR,97045,Clackamas,www.cointossbrewing.com/,503-305-6220,BC/TR,,,41005
Oregon City OR,Feckin Irish Brewing Co,415 S McLoughlin Blvd,Oregon City,OR,97045,Clackamas,feckinbrew.com/,503-880-5608,BC,,,41005
Oregon City OR,Oregon City Brewing Co,1401 Washington St,Oregon City,OR,97045,Clackamas,www.ocbeerco.com/,503-908-1948,BC/TR,,,41005
Oregon City OR,Shattered Oak Brewing Co,13851 Beavercreek Rd √± Suite C-104,Oregon City,OR,97045,Clackamas,shattered-oak.com/,971-227-6785,BC/TR,,,41005
Pacific City OR,Pelican Pub & Brewery,33180 Cape Kiwanda Dr,Pacific City,OR,97135,Tillamook,www.pelicanbrewery.com/,503-965-7007,BP,,,41057
Parkdale OR,Solera Brewing Co,4945 Baseline Dr,Parkdale,OR,97041,Hood River,www.solerabrewery.com/,541-352-5500,BP,,,41027
Pendelton OR,Prodigal Son Brewery and Pub,230 SE Court Ave,Pendelton,OR,97801,Umatilla,www.prodigalsonbrewery.com/,541-276-6090,BP,,,41059
Portland OR,10 Barrel Brewing Co,1411 NW Flanders St,Portland,OR,97209,Multnomah,www.10barrel.com/,541-585-1007,BP,,,41051
Portland OR,13 Virtues Brewing Co,6410 SE Milwaukie Ave,Portland,OR,97202,Multnomah,13virtuesbrewing.com/,503-239-8544,BP,,,41051
Portland OR,Arlington Club (Private Club),811 SW Salmon St,Portland,OR,97205,Multnomah,www.thearlingtonclub.com/,503-223-4141,BP,,,41051
Portland OR,Ascendant Beer Co,412 NW 5th Ave,Portland,OR,97209,Multnomah,www.ascendantbeer.com,971-255-0119,BP,,,41051
Portland OR,Assembly Brewing Co,6112 SE Foster Rd,Portland,OR,97206,Multnomah,assemblybrewingco.com,971-888-5973,BP,,,41051
