Name,Address,City,ST,Zip,County,Website,Phone,Type,New_Revised,Updated
Rustic Brew,117 1st Street NW,Hampton,IA,50441,"Hampton, IA, Franklin",www.rusticbrew.com/,641-456-2141,BP,,
Rustic Brewing Co,34 Front St - Studio G21,Springfield,MA,1151,"Indian Orchard, MA, Hampden",www.rusticbrewco.com,413-273-7166,BC,,
Rustic Leaf Brewing Co,7200 Highland Rd,Waterford Twp,MI,48327,"Waterford, MI, Oakland",rusticleafbrewingcompany.com/,248-599-9933,BC/TR,,
Rustic Road Brewing Co,510 56th St,Kenosha,WI,53140,"Kenosha, WI, Kenosha",www.rusticbrewing.com/,262-320-7623,BC/TR,,
Rustica Brewing Co,2370 S Kalamath St - Unit A,Denver,CO,80223,"Denver, CO, Denver",www.facebook.com/rusticaales,720-397-9682,BC,,
Rusty Beaver Brewery - CLOSED 2020,18043 Jefferson Davis Hwy,Ladysmith,VA,22546,"Ruther Glen, VA, Caroline",,540-220-8100,BC/TR,REVISED,9/1/2021
Rusty Bull Brewing Co,3005 W Montague Ave,North Charleston,SC,29418,"North Charleston, SC, Charleston",www.rustybullbrewing.com,843-225-8600,BC/TR,,
Rusty Gate Brewery,130 Buckeye Lane,Trinity,TX,75862,"Trinity, TX, Trinity",www.facebook.com/rustygatebrewery/,832-833-0110,BC/TR,,
Rusty Gold Brewing Co,43 W Pike St,Canonsburg,PA,15317,"Canonsburg, PA, Washington",www.facebook.com/rustygoldbrewery,412-296-0517,BP,,
Rusty Nickel Brewing Co,36 Broadway,Buffalo,NY,14203,"Buffalo, NY, Erie",rustynickelbrewing.com/36-broadway,716-768-3902,BP,,
Rusty Nickel Brewing Co,4350 Seneca St,West Seneca,NY,14224,"Buffalo, NY, Erie",rustynickelbrewing.com/,585-305-5199,BC/TR,,
Rusty Rail Brewing Co,5 N 8th St - Suite 1,Mifflinburg,PA,17844,"Mifflinburg, PA, Union",rustyrailbrewing.com/,570-966-7878,BP,,
Rusty Truck Brewing (Roadhouse 101),4649 SW Hwy 101,Lincoln City,OR,97367,"Lincoln City, OR, Lincoln",www.rustytruckbrewing.com/,541-994-7729,BP,,
S and S Farm Brewery,274 Middle Rd,Nassau,NY,12123,"Nassau, NY, Rensselaer",www.sandsbrewery.com/,518-336-0736,BC/TR,,
SAAL Brewing Co,10209 270th St NW,Stanwood,WA,98292,"Stanwood, WA, Snohomish",www.facebook.com/saalbrewingco,360-629-0121,BP,,
Sackbut Brewing and Barrelwerks,3153 E Huntington Blvd,Fresno,CA,93702,"Fresno, CA, Fresno",sackbutbrewing.cumingsconsulting.com/,559-930-2663,BC,,
Saco River Brewing Co,10 Jockey Cap Lane,Fryeburg,ME,4037,"Fryeburg, ME, Oxford",,207-256-3028,BC/TR,,
Sacred Vice Brewing Co†,3233 Amber St,Philadelphia,PA,19134,"Philadelphia, PA, Philadelphia",sacredvice.com,,BC/TR,,
Sacred Waters Brewing Co,3250 U.S. Hwy 2 E,Kalispell,MT,59901,"Kalispell, MT, Flathead",www.sacredwatersbrewing.com,406-257-1992,BC/TR,,
Saddle Mountain Brewing Co,15651 W Roosevelt St,Goodyear,AZ,85338,"Goodyear, AZ, Maricopa",www.saddlemountainbrewing.com/,623-249-5520,BP,,
Saddle Rock Pub & Brewery,25 N Wenatchee Ave - Suite 107,Wenatchee,WA,98801,"Wenatchee, WA, Chelan",www.saddlerockbrewery.com/,509-888-4790,BP,,
Saddlebock Brewery,18244 Habberton Rd,Springdale,AR,72764,"Springdale, AR, Washington",www.saddlebock.com/,479-422-1797,BC/TR,,
SaddleBrooke Ranch Brewing Co,59680 E Robson Circle,Oracle,AZ,85623,"Oracle, AZ, Pinal",www.robson.com/communities/saddlebrooke-ranch/overview/,866-818-6068,BC,,
Sage Alley Brewery and Grill,213 N Main St,Coopersburg,PA,18036,"Coopersburg, PA, Lehigh",sagealleybrewery.com,610-421-6029,BP,,
Sage Brewing Co,8425 Chapel Hill Blvd - Suite B102,Pasco,WA,99301,"Pasco, WA, Franklin",sagebrewing.beer,509-316-4035,BC/TR,,
Sager Beer Works,46 Sage Dr E - Suite E,Rochester,NY,14607,"Rochester, NY, Monroe",sagerbeerworks.com,585-417-5404,BP,,
Sahale Ale Works,1505 Wisconsin Ave - Suite 170,Grafton,WI,53024,"Grafton, WI, Ozaukee",www.sahalebeer.com,414-305-9931,BC/TR,,
Sailfish Brewing Co,130 N 2nd St,Fort Pierce,FL,34950,"Fort Pierce, FL, St. Lucie",www.sailfishbrewingco.moonfruit.com/,772-242-8697,BC/TR,,
Saint Archer Brewing Co (Molson Coors Beverage Co),9550 Distribution Ave,San Diego,CA,92121,"San Diego, CA, San Diego",www.saintarcherbrewery.com/,858-225-2337,BC/TR,,
Saint Arnold Brewing Company,2000 Lyons Ave,Houston,TX,77020,"Houston, TX, Harris",www.saintarnold.com/,713-686-9494,BC/TR,,
Saint Benedicts Brew Works (Sisters of St. Benedict),860 E 10th St,Ferdinand,IN,47532,"Ferdinand, IN, Dubois",www.saintbenedictsbrewworks.com/,812-719-2301,BC/TR,,
Saint Boniface Craft Brewing Co,1701 W Main St,Ephrata,PA,17522,"Ephrata, PA, Lancaster",www.facebook.com/StBonifaceBrewing/,717-466-6900,BC/TR,,
Saint Elias Brewing Co,434 Sharkathmi Ave,Soldotna,AK,99669,"Soldotna, AK, Kenai Peninsula",steliasbrewingco.com/,907-260-7837,BP,,
Saint George Brewing Co,204 Challenger Way,Hampton,VA,23666,"Hampton, VA, Hampton",www.stgeorgebrewingco.com/,757-865-BEER,BC/TR,,
Saint J Brewery,2002 Memorial Dr Suite #6,St Johnsbury,VT,5819,"Saint Johnsbury, VT, Caledonia",www.saintjbrewery.com/,802-424-1700,BP,,
Saint James Brewery,929 Lincoln Ave,Holbrook,NY,11741,"Holbrook, NY, Suffolk",www.saintjamesbrewery.com/,,BC,,
Saint John Malt Brothers Craft Brewery,9575 Wicker Ave,St John,IN,46373,"Saint John, IN, Lake",www.sjmaltbros.com/,219-627-4294,BP,,
Saint Louis Brewery (Schlafly Bottleworks),7260 Southwest Ave,Maplewood,MO,63143,"Saint Louis, MO, St. Louis",www.schlafly.com/,314-241-2337,BP,,
Saint Louis Brewery (Schlafly Tap Room),2100 Locust St,St Louis,MO,63103,"Saint Louis, MO, St. Louis City",www.schlafly.com/,314-241-2337,BP,,
Saint Paul Brewing Co,688 Minnehaha Ave E,St Paul,MN,55106,"Saint Paul, MN, Ramsey",www.stpaulbrewing.com,651-698-1945,BC/TR,,
Saint Somewhere Brewing Co,312 E Tarpon Ave,Tarpon Springs,FL,34689,"Tarpon Springs, FL, Pinellas",www.saintsomewherebrewing.com/,813-503-6181,BC/TR,,
Saints Row Brewing Co,1211-1213 Taft St,Rockville,MD,20850,"Rockville, MD, Montgomery",www.saintsrowbeer.com/,,BC/TR,,
Salish Sea Brewing Co,518 Dayton St - #104,Edmonds,WA,98020,"Edmonds, WA, Snohomish",salishbrewing.com/,425 582-8474,BP,,
Salmon River Brewery,411 Railroad Ave,McCall,ID,83638,"McCall, ID, Valley",www.salmonriverbrewery.com/,208-634-4772,BP,,
Saloon Door Brewing Co,105 Magellan Cir - Suite A,Webster,TX,77598,"Webster, TX, Harris",www.saloondoorbrewing.com/,409-939-3992,BC/TR,,
Salt Creek Brewery,466 Old State Rd 37 N,Bedford,IN,47421,"Bedford, IN, Lawrence",www.saltcreekbrewery.com/,812-277-8277,BP,,
Salt Flats Brewing Co,2020 Industrial Circle,Salt Lake City,UT,84104,"Salt Lake City, UT, Salt Lake",saltflatsbeer.com,801-828-3469,BC,,
Salt Marsh Brewing Co (Fat Patties Rest),203 Bluffton Rd,Bluffton,SC,29910,"Bluffton, SC, Beaufort",fat-patties.com/salt-marsh-brewing/,843-815-6300,BP,,
Salt Point Brewing Co,6 Louise Bement Lane,Lansing,NY,14882,"Lansing, NY, Tompkins",www.saltpointbrewing.com,607-533-0124,BP,NEW,9/17/2021
Salt Springs Brewery,117 S Ann Arbor St,Saline,MI,48176,"Saline, MI, Washtenaw",www.saltspringsbrewery.com/,734-295-9191,BP,,
Saltbox Brewery (Saltbox Kitchen),84 Commonwealth Ave,Concord,MA,1742,"Concord, MA, Middlesex",www.saltboxkitchen.com/,978-212-3585,BP,,
Saltfire Brewing Co,2199 S West Temple,South Salt Lake,UT,84115,"Salt Lake City, UT, Salt Lake",www.saltfirebrewing.com,385-955-0504,BC/TR,,
Saltwater Brewery,1701 W Atlantic Ave,Delray Beach,FL,33444,"Delray Beach, FL, Palm Beach",www.saltwaterbrewery.com/,561-865-5373,BC/TR,,
Salty Bear Brewing Co,2948 Randolph St - Unit C,Costa Mesa,CA,92626,"Costa Mesa, CA, Orange",www.saltybearbrewing.com,619-887-1111,BC/TR,,
Salty Nut Brewery,2406 Clinton Ave W,Huntsville,AL,35805,"Huntsville, AL, Madison",saltynutbrewery.com/,256-425-5204,BC/TR,,
Salty Oak Brewing Co,1123 Beck Ave†,Panama City,FL,32401,"Panama City, FL, Bay",www.saltyoakbrewing.com,850-276-0706,BC/TR,,
Salty Parrot Brewing Co,1200 S Graham St,Charlotte,NC,28203,"Charlotte, NC, Mecklenburg",saltyparrotbrewing.com,980-949-6200,BC/TR,,
Salty Pecker Brewing Co,255 Seminole Rd,Norton Shores,MI,49444,"Muskegon, MI, Muskegon",www.saltypeckerbrewing.com,231-726-0802,BC/TR,NEW,10/18/2021
Salty Turtle Beer Co,103 Triton Ln,Surf City,NC,28445,"Holly Ridge, NC, Onslow",saltyturtlebeer.com/,910-803-2019,BC/TR,,
Salud Beer Shop,3306 N Davidson St,Charlotte,NC,28205,"Charlotte, NC, Mecklenburg",www.saludbeershop.com/,704-900-7767,BC/TR,,
Salud Restaurant and Brewery,537 SE Jackson St,Roseburg,OR,97470,"Roseburg, OR, Douglas",www.saludroseburg.com/,541-673-1574,BP,,
Sam Adams Boston Tap Room (Boston Beer Co),60 State St,Boston,MA,2109,"Boston, MA, Suffolk",www.samueladams.com/taprooms#faneuilhall,617-466-6418,BC/TR,,
Sam Adams Cincinnati Taproom (Boston Beer Co),1727 Logan St,Cincinnati,OH,45202,"Cincinnati, OH, Hamilton",www.facebook.com/SamAdamsCincy/,513-412-3200,BC/TR,,
San Diego Brewing Co,10450 Friars Rd,San Diego,CA,92120,"San Diego, CA, San Diego",www.sandiegobrewing.com/,619-284-2739,BP,,
San Fernando Brewing Co,425 Park Ave,San Fernando,CA,91340,"San Fernando, CA, Los Angeles",www.sanfernandobrewingcompany.com/,818-745-6175,BC/TR,,
San Francisco Brewing Co,3150 Polk St,San Francisco,CA,94109,"San Francisco, CA, San Francisco",www.sfbrewingco.com,415-484-2337,BP,,
San Gabriel River Brewing Co,500 Chaparral Dr,Liberty Hill,TX,78642,"Liberty Hill, TX, Williamson",sangabrielriverbrewery.com/,512-627-9384,BC/TR,,
San Juan Brews,512 E Main St,Montrose,CO,81401,"Montrose, CO, Montrose",www.facebook.com/sanjuanbrews,970-901-8954,BC/TR,,
San Luis Valley Brewing Co,631 Main St.,Alamosa,CO,81101,"Alamosa, CO, Alamosa",www.slvbrewco.com/,719-587-2337,BP,,
San Marcos Brewery & Grill - CLOSED 2020,1080 W San Marcos Blvd,San Marcos,CA,92069,"San Marcos, CA, San Diego",www.sanmarcosbrewery.com/,760-471-0050,BP,,
San Pedro Brewing Co,331 W 6th St,San Pedro,CA,90731,"San Pedro, CA, Los Angeles",www.sanpedrobrewing.com/,310-831-5663,BP,,
San Tan Brewing Co,8 S San Marcos Plaza,Chandler,AZ,85225,"Chandler, AZ, Maricopa",www.santanbrewing.com/,480-917-8700,BP,,
Sanctuary Brewery @Sanctuary Spirits,902 E Saginaw - Suite 3,Grand Ledge,MI,48837,"Grand Ledge, MI, Eaton",www.sanctuaryspirits.com/,517-925-1930,BC/TR,,
Sand City Brewing Co,60 Main St,Northport,NY,11768,"Northport, NY, Suffolk",www.sandcitybeer.com/,631-651-2766,BC/TR,,
Sand City Brewing Co (Sand City South),150 S Wellwood Ave,Lindenhurst,NY,11575,"Roosevelt, NY, Nassau",www.sandcitybeer.com,631-651-2767,BC/TR,NEW,5/2/2021
Sand Creek Brewing Co,320 S Pierce St,Black River Falls,WI,54615,"Black River Falls, WI, Jackson",www.sandcreekbrewing.com/,715-284-7553,BC,,
Sandbox Brewing Co,4650 Arrow Hwy - Suite A9,Montclair,CA,91763,"Montclair, CA, San Bernardino",www.sandboxbrewingcompany.com,909-929-0108,BC/TR,,
Sandhill Crane Vineyards,4724 Walz Rd,Jackson,MI,49201,"Jackson, MI, Jackson",www.sandhillcranevineyards.com/,517-764-0679,BC/TR,,
Sandhills Brewing Co,5612 Johnson Dr,Mission,KS,66202,"Mission, KS, Johnson",sandhillsbrewing.com/tag/mission/,,BC/TR,,
Sandhills Brewing Co,111 W 2nd Ave ñ Suite D,Hutchinson,KS,67501,"Hutchinson, KS, Reno",sandhillsbrewing.com,,BC,,
Sandhills Brewing Co (Bootleg Brewers),45145 829th Rd \n,Taylor,NE,68879,"Taylor, NE, Loup",bootlegbrewers.com/,308-293-2892,BP,,
Sandy Springs Brewing Co,232 N Market St,Minerva,OH,44657,"Minerva, OH, Stark",www.sandyspringsbrewery.com,330-451-6926,BC/TR,,
Sanford Brewing Co,400 S Sanford Ave,Sanford,FL,32771,"Sanford, FL, Seminole",www.sanfordbrewing.com,407-732-6419,BP,,
Sanfords Grub Pub & Brewery,1 E Alger St,Sheridan,WY,82801,"Sheridan, WY, Sheridan",www.thegrubandpub.com/,307-674-1722,BP,,
Sangamo Brewing Co,109 E Mulberry St,Chatham,IL,62629,"Chatham, IL, Sangamon",www.facebook.com/SangamoBrewing,217-697-8026,BP,,
Sanitas Brewing Co,3550 Frontier Ave - #310,Boulder,CO,80301,"Boulder, CO, Boulder",www.sanitasbrewing.com/,303-442-4130,BC/TR,,
Santa Ana River brewing Co,3480 W Warner - Suite B,Santa Ana,CA,92704,"Santa Ana, CA, Orange",www.santaanariverbrewing.com,714-951-4025,BC/TR,,
Santa Clara Valley Brewing Co,101 E Alma Ave,San Jose,CA,95112,"San Jose, CA, Santa Clara",www.scvbrewing.com/,408-288-5181,BC/TR,,
Santa Cruz Mt. Brewing,402 Ingalls St - #27,Santa Cruz,CA,95060,"Santa Cruz, CA, Santa Cruz",www.santacruzmountainbrewing.com/,831-425-4900,BC/TR,,
Santa Fe Brewing Co,35 Fire Pl,Santa Fe,NM,87508,"Santa Fe, NM, Santa Fe",www.santafebrewing.com/,505-424-3333,BP,,
Santa Maria Brewing Co (SMBC Brewpub and Distillery),7935 San Luis Ave,Atascadero,CA,93422,"Atascadero, CA, San Luis Obispo",www.facebook.com/SMBCAtascadero/,,BP,,
Santa Monica Brew Works,1920 Colorado Ave,Santa Monica,CA,90404,"Santa Monica, CA, Los Angeles",http://www.santamonicabrewworks.com/,310-828-7629,BC/TR,,
SanTan Brewing Co,495 E Warner Rd,Chandler,AZ,85225,"Chandler, AZ, Maricopa",www.santanbrewing.com/,480-850-0205,BC,,
Sante Adairius Rustic Ales,103 Kennedy Dr,Capitola,CA,95010,"Capitola, CA, Santa Cruz",www.rusticales.com/,831- 295-8190,BC/TR,,
Santiam Brewing Co,2544 19th St SE,Salem,OR,97306,"Salem, OR, Marion",www.santiambrewing.com/,503-599-0044,BC/TR,,
Sapporo Group (Anchor Brewing Co),1705 Mariposa St,San Francisco,CA,94107,"San Francisco, CA, San Francisco",www.anchorbrewing.com/,415-863-8350,BC/TR,,
Sapwood Cellars,8980 Route 108 - Suite MNO,Columbia,MD,21045,"Columbia, MD, Howard",sapwoodcellars.com,443-542-9304,BC/TR,,
Sarasota Brewing Co,6607 Gateway Ave,Sarasota,FL,34231,"Sarasota, FL, Sarasota",www.sarasotabrewing.com/,941-925-2337,BP,,
Sasanoa Brewery (Tarbox Farm),61 Tarbox Rd,Westport Island,ME,4578,"Wiscasset, ME, Lincoln",www.sasanoabrewing.com,207-522-0840,BC,,
Sasquatch Brewery,6440 SW Capitol Hwy,Portland,OR,97239,"Portland, OR, Multnomah",www.sasquatchbrewery.com/,503-402-1999,BP,,
Sasquatch Brewing Co,2531 NW 30th Ave,Portland,OR,97210,"Portland, OR, Multnomah",www.sasquatchbrewery.com,503-841-5687,BC/TR,,
Satire Brewing Co,12136 Grant Circle,Thornton,CO,80241,"Thornton, CO, Adams",satirebrewingcompany.com,720-275-0667,BP,,
Sato Brewpub,110 Pearl St,Buffalo,NY,14202,"Buffalo, NY, Erie",www.satobrewpub.com,,BP,,
Satulah Mountain Brewing Co,454 Carolina Way,Highlands,NC,28741,"Highlands, NC, Macon",satulahmountainbrewing.com/,828-482-9794,BC/TR,,
Saucony Creek Craft Brewery + Gastropub,15032 Kutztown Rd,Kutztown,PA,19530,"Kutztown, PA, Berks",sauconybeer.com/brew-pub/,610-683-3128,BP,,
Saucy Brew Works,2885 Detroit Ave,Cleveland,OH,44113,"Cleveland, OH, Cuyahoga",www.saucybrewworks.com,216-574-9211,BP,,
Saucy Brew Works (Detroit Brewpub and Coffeehouse),2671 John R St,Detroit,MI,48201,"Detroit, MI, Wayne",www.saucybrewworks.com/detroit-brewpub/,734-926-8933,BP,NEW,5/2/2021
Saucy Brew Works - NO BREWING HERE 2021,443 W 3rd Ave,Columbus,OH,43201,"Columbus, OH, Franklin",www.saucybrewworks.com/columbus-brewpub,614-696-5100,BP,REVISED,6/21/2021
Saugatuck Brewing Co (Lucky Stone Rest.),2948 Blue Star Hwy,Douglas,MI,49406,"Douglas, MI, Allegan",sbrewing.com/,269-857-7222,BP,,
Savage Brew Lab,800 S Bryan Ave,Bryan,TX,77803,"Bryan, TX, Brazos",www.savagebrewlab.com,979-217-2440,BC/TR,NEW,6/22/2021
Savage Craft Ale Works,430 Center St W,West Columbia,SC,29169,"West Columbia, SC, Lexington",www.savagecraftaleworks.com,,BP,,
Savagewood Brewing Co,9879 Hibert St - Suite F,San Diego,CA,92131,"San Diego, CA, San Diego",www.savagewoodbrewing.com,858-367-9663,BC/TR,,
Savannah River Brewing Co,813 5th St,Augusta,GA,30901,"Augusta, GA, Richmond",www.savannahriverbrew.com,706-426-8212,BC/TR,,
Save the World Brewing Co,1510 Resource Pky,Marble Falls,TX,78654,"Marble Falls, TX, Burnet",www.savetheworldbrewing.com/,830-637-7654,BC/TR,,
Sawbelly Brewing Co,156 Epping Rd,Exeter,NH,3833,"Exeter, NH, Rockingham",sawbellybrewing.com,603-583-5080,BP,,
Sawmill Brewing Co,1110 E 10th St,Merrill,WI,54452,"Merrill, WI, Lincoln",www.sawmillbrewing.net,715-722-023,BC/TR,,
Sawstone Brewing Co,175 E Main St,Morehead,KY,40351,"Morehead, KY, Rowan",www.facebook.com/sawstonebrewingco,606-691-4459,BC/TR,,
Sawtooth Brewing Co,110 N River St,Hailey,ID,83333,"Hailey, ID, Blaine",sawtoothbrewery.com/locations/brewery-tap-room/,208-788-3213,BC/TR,,
Sawyer Brewing Co,Yukon Place,Spearfish,SD,57783,"Spearfish, SD, Lawrence",www.facebook.com/sawyerbrewingco,,BP,,
SBC Brewsmiths (Swashbuckler Brewing Co),2775 Lebanon Rd,Manheim,PA,17545,"Manheim, PA, Lancaster",swashbucklerbrewing.com/,717-665-7021,BC/TR,,
Scalawag Brewing Co,41 N Cass Ave,Westmont,IL,60559,"Westmont, IL, DuPage",www.scallywagbrewing.com,773-362-4590,BC/TR,,
Scale House Brewery,5930 Rte 414,Hector,NY,14841,"Hector, NY, Schuyler",www.facebook.com/scalehousebrews/,607-546-2030,BP,,
Scale House Brewery and Pub - CLOSED 2020,23 Cinema Dr - Bishops Small Mall,Ithaca,NY,14850,"Ithaca, NY, Tompkins",,607-257-2757,BP,REVISED,7/27/2021
Scamp Brewing Co,402 16th St NE - #107,Auburn,WA,98002,"Auburn, WA, King",www.scampbrewing.com,253-204-1378,BC/TR,,
Scantic River Brewery,25 Mill Rd,Hampden,MA,1036,"Hampden, MA, Hampden",scanticriverbrewery.com/,413-537-3427,BC,,
Scarlet Lane Brewing Co,7724 Depot St,Mccordsville,IN,46055,"McCordsville, IN, Hancock",www.scarletlanebrew.com/,317-336-1590,BC/TR,,
Scatter Creek Brewing Co (Scatter Creek Winery),237 Sussex Ave W,Tenino,WA,98589,"Tenino, WA, Thurston",www.facebook.com/ScatterCreekBrewing/,360-264-9463,BC/TR,,
Scenic Brewing Co,8410 W Desert Inn Rd,Las Vegas,NV,89117,"Las Vegas, NV, Clark",scenicbrewingcompany.com,702-946-8777,BP,,
Sceptre Brewing Arts,630 East Lake Dr - Suite E,Decatur,GA,30030,"Decatur, GA, DeKalb",www.sceptrebrewingarts.com,470-428-4359,BP,,
Schaylor Brewing Co,2390 Lancaster Pike,Shillington,PA,19607,"Reading, PA, Berks",www.schaylorbrewingcompany.com/,610-741-5790,BP,,
Schells Brewing Co,1860 Schells Rd,New Ulm,MN,56073,"New Ulm, MN, Brown",www.schellsbrewery.com/,507-354-5528,BC,,
Schilling Beer Co,18 Mill St,Littleton,NH,3561,"Littleton, NH, Grafton",www.schillingbeer.com/,603-444-4800,BP,,
Schlafly Bankside Brewing Co,921 S Riverside Dr,St Charles,MO,63301,"Saint Charles, MO, St. Charles",www.schlafly.com/bankside-brewpub,636-946-2739,BP,,
Schmohz Brewery and Taproom (Mancinos),109 W Mitchell St,Petoskey,MI,49770,"Petoskey, MI, Emmet",schmohz.com/taproom/phl,,BC/TR,,
Schmohz Brewing Co,2600 Patterson Ave SE,Grand Rapids,MI,49546,"Grand Rapids, MI, Kent",www.schmohz.com/,616-949-0860,BP,,
Schnabeltier,491 Apache Dr,Rochester,IN,46975,"Rochester, IN, Fulton",www.schnabeltier.com,574-224-3373,BC/TR,,
Scholb Premium Ales,2964 Columbia St,Torrance,CA,90503,"Torrance, CA, Los Angeles",www.drinkscholb.com/,424-558-3401,BC/TR,,
Schoolhouse Brewing Co,840 Franklin Court - Suite A,Marietta,GA,30067,"Marietta, GA, Cobb",www.schoolhousebeer.com,770-361-5247,BC/TR,,
Schooner EXACT Brewing Co,3901 1st Ave S,Seattle,WA,98134,"Seattle, WA, King",www.schoonerexact.com/,206-432-9734,BC/TR,,
Schram Haus Brewery,3700 Chaska Blvd,Chaska,MN,55318,"Chaska, MN, Carver",schramhausbrewery.com,952-239-6419,BC/TR,,
Schram Vineyards Winery & Brewery,8785 Airport Rd,Waconia,MN,55387,"Waconia, MN, Carver",www.schramvineyards.com/,952-442-5105,BC/TR,,
Schulz Brau Brewing Co,126 Bernard Ave,Knoxville,TN,37917,"Knoxville, TN, Knox",schulzbraubrewing.com/,800-245-9764,BC/TR,,
Schussboom Brewing Co,12245 S Virginia St,Reno,NV,89511,"Reno, NV, Washoe",www.schussboombrewing.com,775-900-3930,BP,NEW,7/29/2021
Scissortail Brewing Co,623 E Don Tyler Ave,Dewey,OK,74029,"Dewey, OK, Washington",www.scissortailbrew.com,918-694-9948,BC/TR,NEW,5/2/2021
Scofflaw Brewing Co,1738 MacArthur Blvd NW,Atlanta,GA,30318,"Atlanta, GA, Fulton",,404-343-2832,BC,,
Scofflaw Brewing Co (Dr Scofflaws Laboratory,1295 Chattahoochee Ave NW,Atlanta,GA,30318,"Atlanta, GA, Fulton",scofflawbeer.com,,BC/TR,,
Scorched Earth Brewing Co,203 Berg St,Algonquin,IL,60102,"Algonquin, IL, McHenry",www.scorchedearthbrewing.com/,224-209-8472,BC/TR,,
Scorpion Brewing Co,929 Skinners Turn Rd - Suite 100,Owings,MD,20736,"Owings, MD, Calvert",www.scorpionbrewing.com/,410-279-9700,BC/TR,,
Scotch Hill Brewery Co,71 Main St,Fair Haven,VT,5743,"Fair Haven, VT, Rutland",www.facebook.com/scotchhillbrewing/,802-278-8078,BP,NEW,10/18/2021
Scottys Bierwerks,901 E Industrial Circle - Unit 1-3,Cape Coral,FL,33909,"Cape Coral, FL, Lee",www.facebook.com/scottysbierwerks,239-888-5482,BC/TR,,
Scout and Scholar Brewing Co,112 W Flaget Ave,Bardstown,KY,40004,"Bardstown, KY, Nelson",scoutandscholar.com,502-468-2409,BP,,
Scout Brewery & Taproom,1516 SE 10th Ave,Portland,OR,97202,"Portland, OR, Multnomah",www.scoutpdx.com/,503-206-4735,BP,,
Scrappy Punk Brewing Co,9029A 112th Dr SE,Snohomish,WA,98290,"Snohomish, WA, Snohomish",scrappypunk.com/,503-810-1655,BC/TR,,
Scratch Brewing Co,264 Thompson Rd,Ava,IL,62907,"Ava, IL, Jackson",www.scratchbeer.com/,618-426-1415,BP,,
Scratchtown Brewing Co,141 S Sixteenth St,Ord,NE,68862,"ORD, NE, Valley",www.scratchtownbrewingcompany.com/,308-728-5050,BC/TR,,
Screamin Hill Brewery (Bullock Farms),83 Emleys Hill Rd,Cream Ridge,NJ,8514,"Cream Ridge, NJ, Monmouth",www.screaminhill.com/,609-401-2025,BC/TR,,
Screech Owl Brewing Co,2323 Ralph Livengood Rd,Bruceton Mills,WV,26525,"Bruceton Mills, WV, Preston",www.screechowlbrewing.com/,304-379-4777,BP,,
Scriptown Brewing Co,3922 Farnam St,Omaha,NE,68131,"Omaha, NE, Douglas",www.scriptownbrewing.com/,402-991-0506,BC/TR,,
Scruft Brothers Brewing Co,51 Redwing Ln,Coudersport,PA,16915,"Coudersport, PA, Potter",scruftbrothers.com,814-203-5061,BC,,
Scuttlebutt Brewing Co,3310 Cedar St,Everett,WA,98201,"Everett, WA, Snohomish",www.scuttlebuttbrewing.com/,425-252-2829,BC,,
Sea Dog Brewing Co,725 Broadway,South Portland,ME,4106,"South Portland, ME, Cumberland",broadway.seadogbrewing.com,207-517-5551,BP,,
Sea Dog Brewing Co,26 Front St,Bangor,ME,4401,"Bangor, ME, Penobscot",www.seadogbrewing.com/,207-262-0061,BP,,
Sea Dog Treasure Island,9610 Gulf Blvd,Treasure Island,FL,33706,"Saint Petersburg, FL, Pinellas",seadogtreasureisland.com,727-954-7805,BP,,
Seaboard Brewing Co,213 N Trade St,Matthews,NC,28105,"Matthews, NC, Mecklenburg",www.seaboardbrewing.com,704-246-8323,BC/TR,,
Seabright Brewery Pub & Restaurant,519 Seabright,Santa Cruz,CA,95062,"Santa Cruz, CA, Santa Cruz",www.seabrightbrewery.com/,831-426-2739,BP,,
Sean Patricks,202 E San Antonio St,San Marcos,TX,78666,"San Marcos, TX, Hays",www.seanpatrickstx.com/,512-392-7310,BP,,
Seapine Brewing Co,3828 4th Ave S - #2,Seattle,WA,98134,"Seattle, WA, King",www.seapinebrewing.com/,206-682-7985,BC/TR,,
Seaquake Brewing Co,400 Front St,Crescent City,CA,95531,"Crescent City, CA, Del Norte",www.seaquakebrewing.com,707-951-0320,BP,,
Seaside Brewing Co,851 Broadway,Seaside,OR,97138,"Seaside, OR, Clatsop",www.seasidebrewing.com/,503-717-5451,BP,,
Seaward Brewing Co,1920 Goodyear Ave,Ventura,CA,93003,"Ventura, CA, Ventura",www.seawardbrewing.com,805-507-7202,BC/TR,,
Sebago Brewing Co,48 Sanford Dr,Gorham,ME,4038,"Gorham, ME, Cumberland",www.sebagobrewing.com/,207-856-2537,BC,,
Sebago Brewing Co,616 Main St,Gorham,ME,4038,"Gorham, ME, Cumberland",www.sebagobrewing.com/breweries/breweryhq/,207-856-2537,BP,,
Secatogue Brewing Co,375 Union Blvd,West Islip,NY,11795,"West Islip, NY, Suffolk",secatoguebrewing.com,,BC/TR,,
Second Chance Beer Co,15378 Avenue of Science - #222,San Diego,CA,92128,"San Diego, CA, San Diego",www.secondchancebeer.com/,858-705-6250,BC/TR,,
Second Crossing Brew Co,142 N Main St,Rockford,OH,45882,"Rockford, OH, Mercer",www.facebook.com/secondcrossing,419-305-0150,BC/TR,,
